moderator,id_request,request_time,start_time,finish_time,team
188,198816,2020-12-06 6:23:38,2020-12-10 10:06:04,2020-12-10 10:09:44,wholesale
187,198817,2020-12-06 6:24:28,2020-12-10 10:06:11,2020-12-10 10:08:29,wholesale
136,198818,2020-12-06 6:29:56,2020-12-06 7:47:45,2020-12-06 7:48:25,retail
123,198819,2020-12-06 6:31:04,2020-12-10 10:06:56,2020-12-10 10:09:50,wholesale
136,198820,2020-12-06 6:34:55,2020-12-06 7:48:27,2020-12-06 7:50:05,retail
102,198821,2020-12-06 6:36:19,2020-12-10 10:07:09,2020-12-10 10:07:57,wholesale
136,198822,2020-12-06 6:37:35,2020-12-06 7:50:06,2020-12-06 7:52:21,retail
102,198823,2020-12-06 6:39:26,2020-12-10 10:07:58,2020-12-10 10:09:23,wholesale
136,198825,2020-12-06 6:44:00,2020-12-06 7:52:21,2020-12-06 7:54:01,retail
102,198827,2020-12-06 6:45:58,2020-12-10 10:09:25,2020-12-10 10:09:54,wholesale
136,198828,2020-12-06 6:45:59,2020-12-06 7:54:02,2020-12-06 7:56:14,retail
188,198829,2020-12-06 6:46:55,2020-12-10 10:09:46,2020-12-10 10:10:02,wholesale
121,198830,2020-12-06 6:48:08,2020-12-06 7:19:50,2020-12-06 7:23:24,retail
123,198831,2020-12-06 6:48:45,2020-12-10 10:09:51,2020-12-10 10:12:58,wholesale
136,198832,2020-12-06 6:50:05,2020-12-06 7:56:15,2020-12-06 7:57:55,retail
102,198833,2020-12-06 6:52:31,2020-12-10 10:09:55,2020-12-10 10:12:57,wholesale
188,198834,2020-12-06 6:54:20,2020-12-10 10:10:02,2020-12-10 10:12:57,wholesale
136,198835,2020-12-06 6:54:50,2020-12-06 7:57:57,2020-12-06 7:59:25,retail
112,198837,2020-12-06 6:57:06,2020-12-10 10:10:14,2020-12-10 10:15:25,wholesale
188,198838,2020-12-06 6:57:28,2020-12-10 10:12:57,2020-12-10 10:12:58,wholesale
188,198842,2020-12-06 6:58:30,2020-12-18 9:11:42,2020-12-18 9:11:50,wholesale
102,198844,2020-12-06 6:59:03,2020-12-10 10:13:18,2020-12-10 10:16:22,wholesale
187,198845,2020-12-06 6:59:07,2020-12-10 10:13:58,2020-12-10 10:16:26,wholesale
123,198846,2020-12-06 6:59:23,2020-12-10 10:14:48,2020-12-10 10:17:51,wholesale
112,198847,2020-12-06 6:59:25,2020-12-10 10:15:26,2020-12-10 10:20:15,wholesale
121,198848,2020-12-06 6:59:37,2020-12-06 7:23:26,2020-12-06 7:28:41,retail
188,198850,2020-12-06 6:59:56,2020-12-10 10:16:13,2020-12-10 10:18:21,wholesale
102,198851,2020-12-06 7:00:01,2020-12-10 10:16:23,2020-12-10 10:17:28,wholesale
136,198852,2020-12-06 7:00:15,2020-12-06 8:00:22,2020-12-06 8:02:19,retail
187,198853,2020-12-06 7:00:16,2020-12-10 10:16:28,2020-12-10 10:17:57,wholesale
102,198854,2020-12-06 7:00:54,2020-12-10 10:17:29,2020-12-10 10:18:12,wholesale
187,198856,2020-12-06 7:01:22,2020-12-10 10:17:59,2020-12-10 10:20:23,wholesale
188,198858,2020-12-06 7:01:59,2020-12-10 10:18:22,2020-12-10 10:18:55,wholesale
188,198860,2020-12-06 7:03:38,2020-12-10 10:19:38,2020-12-10 10:24:21,wholesale
123,198861,2020-12-06 7:05:32,2020-12-10 10:19:44,2020-12-10 10:20:43,wholesale
112,198863,2020-12-06 7:05:48,2020-12-10 10:20:16,2020-12-10 10:23:48,wholesale
187,198864,2020-12-06 7:05:50,2020-12-10 10:20:25,2020-12-10 10:23:48,wholesale
136,198865,2020-12-06 7:08:08,2020-12-06 8:02:20,2020-12-06 8:04:07,retail
123,198866,2020-12-06 7:10:56,2020-12-10 10:20:43,2020-12-10 10:21:55,wholesale
102,198868,2020-12-06 7:12:05,2020-12-10 10:23:46,2020-12-10 10:23:48,wholesale
187,198869,2020-12-06 7:12:14,2020-12-10 10:32:09,2020-12-10 10:32:49,wholesale
175,198871,2020-12-06 7:16:13,2020-12-07 20:23:50,2020-12-07 20:26:15,wholesale
112,198872,2020-12-06 7:18:45,2020-12-10 10:23:48,2020-12-10 10:26:05,wholesale
187,198874,2020-12-06 7:19:40,2020-12-10 10:23:49,2020-12-10 10:28:48,wholesale
102,198876,2020-12-06 7:20:48,2020-12-10 10:25:43,2020-12-10 10:26:10,wholesale
112,198877,2020-12-06 7:21:38,2020-12-10 10:26:06,2020-12-10 10:28:28,wholesale
102,198878,2020-12-06 7:22:07,2020-12-10 10:26:11,2020-12-10 10:27:53,wholesale
136,198879,2020-12-06 7:23:58,2020-12-06 8:04:09,2020-12-06 8:07:12,retail
136,198880,2020-12-06 7:25:10,2020-12-06 8:07:13,2020-12-06 8:08:02,retail
136,198881,2020-12-06 7:26:17,2020-12-06 8:08:04,2020-12-06 8:08:43,retail
188,198882,2020-12-06 7:33:39,2020-12-10 10:26:12,2020-12-10 10:28:22,wholesale
102,198883,2020-12-06 7:34:20,2020-12-10 10:27:54,2020-12-10 10:28:06,wholesale
136,198884,2020-12-06 7:34:23,2020-12-06 8:08:44,2020-12-06 8:09:07,retail
188,198885,2020-12-06 7:35:01,2020-12-10 10:51:38,2020-12-10 10:53:36,wholesale
164,198886,2020-12-06 7:35:29,2020-12-06 9:08:43,2020-12-06 9:10:21,retail
188,198888,2020-12-06 7:36:13,2020-12-10 10:28:23,2020-12-10 10:30:21,wholesale
112,198889,2020-12-06 7:36:49,2020-12-10 10:28:30,2020-12-10 10:30:29,wholesale
187,198890,2020-12-06 7:37:08,2020-12-10 10:56:06,2020-12-10 11:00:16,wholesale
187,198891,2020-12-06 7:37:30,2020-12-10 10:29:48,2020-12-10 10:32:07,wholesale
123,198892,2020-12-06 7:37:49,2020-12-10 10:30:18,2020-12-10 10:33:25,wholesale
188,198893,2020-12-06 7:38:16,2020-12-10 10:30:22,2020-12-10 10:34:33,wholesale
112,198894,2020-12-06 7:38:50,2020-12-10 10:30:30,2020-12-10 10:33:42,wholesale
102,198895,2020-12-06 7:38:58,2020-12-10 10:33:15,2020-12-10 10:39:48,wholesale
136,198896,2020-12-06 7:39:26,2020-12-06 8:10:13,2020-12-06 8:11:37,retail
188,198897,2020-12-06 7:39:29,2020-12-10 10:37:32,2020-12-10 10:40:25,wholesale
112,198898,2020-12-06 7:40:00,2020-12-10 10:37:34,2020-12-10 10:39:56,wholesale
188,198900,2020-12-06 7:40:50,2020-12-10 10:34:35,2020-12-10 10:37:31,wholesale
112,198901,2020-12-06 7:41:11,2020-12-10 10:34:40,2020-12-10 10:37:16,wholesale
187,198902,2020-12-06 7:41:24,2020-12-10 10:37:51,2020-12-10 10:43:24,wholesale
102,198903,2020-12-06 7:41:50,2020-12-10 10:39:50,2020-12-10 10:42:32,wholesale
112,198904,2020-12-06 7:42:22,2020-12-10 10:39:57,2020-12-10 10:41:57,wholesale
188,198905,2020-12-06 7:42:23,2020-12-10 10:45:46,2020-12-10 10:48:12,wholesale
188,198906,2020-12-06 7:42:45,2020-12-10 10:40:26,2020-12-10 10:43:08,wholesale
112,198907,2020-12-06 7:43:26,2020-12-10 10:41:58,2020-12-10 10:45:05,wholesale
102,198909,2020-12-06 7:43:54,2020-12-10 10:42:54,2020-12-10 10:43:59,wholesale
188,198910,2020-12-06 7:44:21,2020-12-10 10:43:09,2020-12-10 10:45:44,wholesale
187,198911,2020-12-06 7:44:45,2020-12-10 10:43:26,2020-12-10 10:46:11,wholesale
187,198912,2020-12-06 7:45:05,2020-12-10 10:46:13,2020-12-10 10:48:25,wholesale
112,198913,2020-12-06 7:45:55,2020-12-10 10:45:06,2020-12-10 10:48:55,wholesale
102,198914,2020-12-06 7:46:38,2020-12-10 10:47:43,2020-12-10 10:50:07,wholesale
188,198915,2020-12-06 7:47:35,2020-12-10 10:48:13,2020-12-10 10:51:38,wholesale
187,198916,2020-12-06 7:48:36,2020-12-10 10:48:26,2020-12-10 10:51:39,wholesale
112,198917,2020-12-06 7:48:52,2020-12-10 10:48:56,2020-12-10 10:51:39,wholesale
102,198918,2020-12-06 7:49:28,2020-12-10 10:50:08,2020-12-10 10:52:57,wholesale
112,198919,2020-12-06 7:49:49,2020-12-10 10:51:39,2020-12-10 10:53:43,wholesale
102,198921,2020-12-06 7:50:31,2020-12-10 10:52:59,2020-12-10 10:54:36,wholesale
164,198922,2020-12-06 7:51:09,2020-12-06 9:10:22,2020-12-06 9:11:55,retail
188,198924,2020-12-06 7:52:07,2020-12-10 10:53:37,2020-12-10 10:56:36,wholesale
112,198925,2020-12-06 7:52:44,2020-12-10 10:53:44,2020-12-10 10:57:02,wholesale
102,198926,2020-12-06 7:52:59,2020-12-10 10:54:38,2020-12-10 10:54:49,wholesale
164,198927,2020-12-06 7:53:02,2020-12-06 9:11:55,2020-12-06 9:15:46,retail
102,198929,2020-12-06 7:54:05,2020-12-10 10:54:50,2020-12-10 10:54:53,wholesale
188,198930,2020-12-06 7:54:36,2020-12-10 10:56:36,2020-12-10 11:02:34,wholesale
112,198931,2020-12-06 7:55:33,2020-12-10 10:57:04,2020-12-10 10:59:49,wholesale
112,198932,2020-12-06 7:56:14,2020-12-10 10:59:50,2020-12-10 11:02:03,wholesale
172,198933,2020-12-06 7:56:59,2020-12-06 9:09:48,2020-12-06 9:15:29,retail
187,198935,2020-12-06 7:59:55,2020-12-10 11:00:18,2020-12-10 11:03:25,wholesale
164,198936,2020-12-06 8:00:21,2020-12-06 9:15:48,2020-12-06 9:19:28,retail
188,198937,2020-12-06 8:03:13,2020-12-10 11:05:41,2020-12-10 11:05:57,wholesale
172,198938,2020-12-06 8:04:12,2020-12-06 9:15:31,2020-12-06 9:16:09,retail
188,198939,2020-12-06 8:04:13,2020-12-10 11:02:35,2020-12-10 11:05:40,wholesale
170,198940,2020-12-06 8:04:50,2020-12-10 11:02:55,2020-12-10 11:05:15,wholesale
172,198941,2020-12-06 8:05:21,2020-12-06 9:16:11,2020-12-06 9:16:33,retail
187,198942,2020-12-06 8:05:36,2020-12-10 11:03:27,2020-12-10 11:12:18,wholesale
164,198943,2020-12-06 8:05:47,2020-12-06 9:53:02,2020-12-06 9:55:41,retail
170,198944,2020-12-06 8:06:11,2020-12-10 11:05:16,2020-12-10 11:07:16,wholesale
188,198945,2020-12-06 8:06:57,2020-12-10 11:05:58,2020-12-10 11:10:26,wholesale
170,198946,2020-12-06 8:07:26,2020-12-10 11:07:18,2020-12-10 11:08:34,wholesale
181,198947,2020-12-06 8:07:55,2020-12-10 11:08:28,2020-12-10 11:13:53,wholesale
170,198948,2020-12-06 8:08:21,2020-12-10 11:08:35,2020-12-10 11:12:10,wholesale
188,198949,2020-12-06 8:09:08,2020-12-10 11:10:27,2020-12-10 11:14:23,wholesale
170,198950,2020-12-06 8:09:32,2020-12-10 11:12:10,2020-12-10 11:12:34,wholesale
187,198951,2020-12-06 8:10:50,2020-12-10 11:12:22,2020-12-10 11:14:34,wholesale
170,198952,2020-12-06 8:11:26,2020-12-10 11:12:35,2020-12-10 11:13:27,wholesale
172,198953,2020-12-06 8:11:56,2020-12-06 9:16:35,2020-12-06 9:18:11,retail
164,198954,2020-12-06 8:12:26,2020-12-06 9:55:43,2020-12-06 10:00:09,retail
170,198955,2020-12-06 8:12:45,2020-12-10 11:13:29,2020-12-10 11:14:28,wholesale
181,198956,2020-12-06 8:13:06,2020-12-10 11:13:54,2020-12-10 11:23:44,wholesale
164,198957,2020-12-06 8:14:40,2020-12-06 10:00:11,2020-12-06 10:03:26,retail
188,198958,2020-12-06 8:14:56,2020-12-10 11:14:24,2020-12-10 11:15:13,wholesale
170,198960,2020-12-06 8:15:39,2020-12-10 11:14:29,2020-12-10 11:15:28,wholesale
187,198961,2020-12-06 8:15:45,2020-12-10 11:14:36,2020-12-10 11:17:06,wholesale
188,198963,2020-12-06 8:16:24,2020-12-10 11:15:14,2020-12-10 11:19:32,wholesale
170,198965,2020-12-06 8:20:22,2020-12-10 11:16:02,2020-12-10 11:17:15,wholesale
187,198966,2020-12-06 8:20:23,2020-12-10 11:17:07,2020-12-10 11:20:41,wholesale
170,198967,2020-12-06 8:20:23,2020-12-10 11:17:16,2020-12-10 11:21:28,wholesale
188,198968,2020-12-06 8:20:47,2020-12-10 11:19:33,2020-12-10 11:20:08,wholesale
172,198969,2020-12-06 8:21:08,2020-12-06 9:18:13,2020-12-06 9:22:31,retail
188,198970,2020-12-06 8:21:15,2020-12-10 11:20:09,2020-12-10 11:20:15,wholesale
188,198971,2020-12-06 8:21:24,2020-12-10 11:20:16,2020-12-10 11:23:46,wholesale
170,198972,2020-12-06 8:21:49,2020-12-10 11:26:17,2020-12-10 11:30:12,wholesale
187,198973,2020-12-06 8:21:53,2020-12-10 11:26:29,2020-12-10 11:29:35,wholesale
187,198974,2020-12-06 8:21:54,2020-12-10 11:20:42,2020-12-10 11:23:55,wholesale
187,198975,2020-12-06 8:21:59,2020-12-08 9:46:01,2020-12-08 10:00:44,wholesale
170,198976,2020-12-06 8:22:33,2020-12-10 11:21:31,2020-12-10 11:22:11,wholesale
170,198977,2020-12-06 8:22:42,2020-12-10 11:22:13,2020-12-10 11:23:33,wholesale
170,198978,2020-12-06 8:23:07,2020-12-10 11:23:33,2020-12-10 11:23:55,wholesale
181,198979,2020-12-06 8:23:44,2020-12-10 11:23:45,2020-12-10 11:37:40,wholesale
188,198980,2020-12-06 8:23:50,2020-12-10 11:23:47,2020-12-10 11:24:19,wholesale
172,198982,2020-12-06 8:24:33,2020-12-06 9:22:33,2020-12-06 9:24:42,retail
170,198983,2020-12-06 8:24:58,2020-12-10 11:23:56,2020-12-10 11:26:16,wholesale
187,198984,2020-12-06 8:24:59,2020-12-08 10:00:46,2020-12-08 10:04:03,wholesale
188,198985,2020-12-06 8:25:06,2020-12-10 11:24:20,2020-12-10 11:28:09,wholesale
188,198986,2020-12-06 8:25:27,2020-12-10 11:28:10,2020-12-10 11:29:06,wholesale
188,198987,2020-12-06 8:26:13,2020-12-10 11:29:08,2020-12-10 11:32:58,wholesale
187,198988,2020-12-06 8:26:48,2020-12-10 11:29:37,2020-12-10 11:33:27,wholesale
170,198989,2020-12-06 8:27:02,2020-12-10 11:30:13,2020-12-10 11:32:53,wholesale
170,198990,2020-12-06 8:27:47,2020-12-10 11:32:54,2020-12-10 11:33:50,wholesale
188,198991,2020-12-06 8:27:54,2020-12-10 11:33:00,2020-12-10 11:36:49,wholesale
187,198992,2020-12-06 8:28:12,2020-12-10 11:33:28,2020-12-10 11:34:44,wholesale
170,198993,2020-12-06 8:28:35,2020-12-10 11:33:51,2020-12-10 11:39:30,wholesale
187,198994,2020-12-06 8:29:10,2020-12-10 11:34:45,2020-12-10 11:37:41,wholesale
188,198995,2020-12-06 8:30:01,2020-12-10 11:36:51,2020-12-10 11:38:06,wholesale
181,198996,2020-12-06 8:30:21,2020-12-10 11:37:41,2020-12-10 11:43:38,wholesale
187,198997,2020-12-06 8:30:27,2020-12-10 11:37:42,2020-12-10 11:40:41,wholesale
172,198998,2020-12-06 8:30:37,2020-12-06 9:24:43,2020-12-06 9:26:52,retail
188,198999,2020-12-06 8:30:54,2020-12-10 11:38:07,2020-12-10 11:38:21,wholesale
188,199000,2020-12-06 8:31:19,2020-12-10 11:38:22,2020-12-10 11:38:27,wholesale
172,199001,2020-12-06 8:31:25,2020-12-06 9:26:53,2020-12-06 9:28:05,retail
170,199003,2020-12-06 8:31:57,2020-12-10 11:39:32,2020-12-10 11:39:46,wholesale
170,199004,2020-12-06 8:32:07,2020-12-10 11:39:48,2020-12-10 11:43:38,wholesale
188,199006,2020-12-06 8:32:39,2020-12-10 11:41:02,2020-12-10 11:44:24,wholesale
188,199007,2020-12-06 8:32:53,2020-12-10 12:16:27,2020-12-10 12:18:42,wholesale
181,199008,2020-12-06 8:33:13,2020-12-10 11:43:38,2020-12-10 11:44:04,wholesale
181,199013,2020-12-06 8:34:03,2020-12-10 11:44:05,2020-12-10 11:44:45,wholesale
187,199014,2020-12-06 8:34:09,2020-12-10 11:44:17,2020-12-10 11:46:15,wholesale
170,199015,2020-12-06 8:34:36,2020-12-10 12:18:25,2020-12-10 12:18:58,wholesale
188,199016,2020-12-06 8:35:02,2020-12-10 11:44:26,2020-12-10 11:44:59,wholesale
181,199017,2020-12-06 8:35:36,2020-12-10 11:46:26,2020-12-10 11:47:45,wholesale
188,199018,2020-12-06 8:35:36,2020-12-10 12:18:43,2020-12-10 12:18:54,wholesale
188,199020,2020-12-06 8:36:06,2020-12-10 12:18:55,2020-12-10 12:18:59,wholesale
170,199021,2020-12-06 8:36:12,2020-12-10 12:18:59,2020-12-10 12:21:03,wholesale
187,199022,2020-12-06 8:36:35,2020-12-10 11:46:45,2020-12-10 11:51:43,wholesale
188,199023,2020-12-06 8:37:06,2020-12-10 12:19:00,2020-12-10 12:19:05,wholesale
170,199024,2020-12-06 8:37:35,2020-12-10 11:47:00,2020-12-10 11:48:08,wholesale
188,199025,2020-12-06 8:37:48,2020-12-10 12:19:06,2020-12-10 12:19:17,wholesale
188,199026,2020-12-06 8:38:04,2020-12-10 11:47:55,2020-12-10 11:51:39,wholesale
181,199028,2020-12-06 8:38:31,2020-12-10 11:48:07,2020-12-10 11:48:43,wholesale
172,199029,2020-12-06 8:38:35,2020-12-06 9:30:29,2020-12-06 9:32:06,retail
188,199030,2020-12-06 8:38:49,2020-12-10 12:19:18,2020-12-10 12:19:21,wholesale
170,199031,2020-12-06 8:39:32,2020-12-10 11:48:19,2020-12-10 11:54:00,wholesale
175,199032,2020-12-06 8:39:38,2020-12-07 22:42:22,2020-12-07 22:46:00,wholesale
181,199033,2020-12-06 8:40:52,2020-12-10 11:48:44,2020-12-10 11:51:26,wholesale
188,199034,2020-12-06 8:41:24,2020-12-10 12:19:22,2020-12-10 12:22:02,wholesale
175,199035,2020-12-06 8:43:15,2020-12-07 20:27:03,2020-12-07 20:30:51,wholesale
181,199036,2020-12-06 8:43:19,2020-12-10 11:52:17,2020-12-10 11:53:07,wholesale
170,199037,2020-12-06 8:44:17,2020-12-10 12:21:04,2020-12-10 12:21:49,wholesale
181,199039,2020-12-06 8:45:02,2020-12-10 11:57:10,2020-12-10 11:58:50,wholesale
172,199040,2020-12-06 8:45:54,2020-12-06 9:34:02,2020-12-06 9:35:14,retail
170,199041,2020-12-06 8:46:08,2020-12-10 12:21:50,2020-12-10 12:22:11,wholesale
164,199042,2020-12-06 8:46:44,2020-12-06 10:03:28,2020-12-06 10:09:25,retail
188,199044,2020-12-06 8:47:05,2020-12-10 12:22:03,2020-12-10 12:24:56,wholesale
170,199045,2020-12-06 8:47:54,2020-12-10 12:22:12,2020-12-10 12:23:24,wholesale
187,199046,2020-12-06 8:47:57,2020-12-10 11:53:21,2020-12-10 11:56:23,wholesale
172,199047,2020-12-06 8:48:03,2020-12-06 9:35:17,2020-12-06 9:44:13,retail
149,199048,2020-12-06 8:48:42,2020-12-10 12:23:23,2020-12-10 12:25:20,wholesale
170,199050,2020-12-06 8:51:11,2020-12-10 11:54:01,2020-12-10 11:55:53,wholesale
181,199051,2020-12-06 8:51:32,2020-12-10 11:54:29,2020-12-10 11:55:32,wholesale
170,199053,2020-12-06 8:52:03,2020-12-10 11:58:23,2020-12-10 11:59:31,wholesale
181,199054,2020-12-06 8:52:18,2020-12-10 11:58:53,2020-12-10 12:00:15,wholesale
172,199055,2020-12-06 8:52:42,2020-12-06 9:44:14,2020-12-06 9:46:59,retail
170,199056,2020-12-06 8:52:59,2020-12-10 11:59:33,2020-12-10 12:03:36,wholesale
187,199057,2020-12-06 8:53:36,2020-12-10 11:59:39,2020-12-10 12:03:20,wholesale
149,199058,2020-12-06 8:53:43,2020-12-10 12:25:21,2020-12-10 12:27:24,wholesale
170,199059,2020-12-06 8:55:03,2020-12-10 12:23:39,2020-12-10 12:33:39,wholesale
188,199060,2020-12-06 8:56:51,2020-12-10 12:24:57,2020-12-10 12:27:26,wholesale
149,199061,2020-12-06 8:58:29,2020-12-10 12:27:25,2020-12-10 12:31:54,wholesale
188,199062,2020-12-06 8:58:44,2020-12-10 12:27:27,2020-12-10 12:30:41,wholesale
175,199063,2020-12-06 8:59:06,2020-12-07 22:34:06,2020-12-07 22:36:29,wholesale
188,199064,2020-12-06 8:59:08,2020-12-10 12:37:04,2020-12-10 12:39:42,wholesale
188,199065,2020-12-06 8:59:42,2020-12-10 12:30:42,2020-12-10 12:34:02,wholesale
170,199066,2020-12-06 9:00:07,2020-12-10 12:30:47,2020-12-10 12:33:37,wholesale
149,199067,2020-12-06 9:00:53,2020-12-10 12:31:55,2020-12-10 12:39:00,wholesale
181,199068,2020-12-06 9:01:21,2020-12-10 12:37:19,2020-12-10 12:37:57,wholesale
187,199069,2020-12-06 9:02:55,2020-12-08 10:04:04,2020-12-08 10:05:49,wholesale
170,199070,2020-12-06 9:03:07,2020-12-10 12:33:39,2020-12-10 12:37:54,wholesale
188,199071,2020-12-06 9:04:11,2020-12-10 12:34:03,2020-12-10 12:37:03,wholesale
170,199072,2020-12-06 9:04:41,2020-12-10 12:37:56,2020-12-10 12:38:14,wholesale
181,199074,2020-12-06 9:04:54,2020-12-10 12:37:58,2020-12-10 12:38:34,wholesale
170,199075,2020-12-06 9:05:06,2020-12-10 12:38:15,2020-12-10 12:38:37,wholesale
181,199076,2020-12-06 9:05:07,2020-12-10 12:38:35,2020-12-10 12:39:11,wholesale
170,199077,2020-12-06 9:05:33,2020-12-10 12:38:39,2020-12-10 12:38:55,wholesale
170,199078,2020-12-06 9:05:51,2020-12-10 12:38:56,2020-12-10 12:39:13,wholesale
149,199080,2020-12-06 9:06:22,2020-12-10 12:39:01,2020-12-10 12:43:56,wholesale
181,199081,2020-12-06 9:06:56,2020-12-10 12:39:12,2020-12-10 12:43:49,wholesale
170,199082,2020-12-06 9:06:57,2020-12-10 12:39:16,2020-12-10 12:39:40,wholesale
188,199083,2020-12-06 9:07:13,2020-12-10 12:47:16,2020-12-10 12:50:35,wholesale
188,199084,2020-12-06 9:07:38,2020-12-10 12:39:43,2020-12-10 12:43:57,wholesale
170,199085,2020-12-06 9:07:49,2020-12-10 12:39:51,2020-12-10 12:40:25,wholesale
172,199086,2020-12-06 9:08:09,2020-12-06 9:47:01,2020-12-06 9:47:34,retail
170,199087,2020-12-06 9:08:12,2020-12-10 12:40:31,2020-12-10 12:40:44,wholesale
170,199088,2020-12-06 9:08:32,2020-12-10 12:40:46,2020-12-10 12:42:11,wholesale
181,199090,2020-12-06 9:08:44,2020-12-10 12:43:49,2020-12-10 12:43:56,wholesale
181,199091,2020-12-06 9:09:08,2020-12-10 12:43:57,2020-12-10 12:54:59,wholesale
172,199093,2020-12-06 9:09:21,2020-12-06 9:47:36,2020-12-06 9:47:59,retail
188,199094,2020-12-06 9:10:08,2020-12-10 12:43:59,2020-12-10 12:47:14,wholesale
170,199096,2020-12-06 9:10:23,2020-12-10 12:55:17,2020-12-10 12:56:23,wholesale
170,199097,2020-12-06 9:10:25,2020-12-10 12:50:21,2020-12-10 12:55:16,wholesale
188,199098,2020-12-06 9:10:52,2020-12-10 12:50:36,2020-12-10 12:50:50,wholesale
188,199099,2020-12-06 9:11:13,2020-12-10 12:50:51,2020-12-10 12:51:58,wholesale
170,199100,2020-12-06 9:11:14,2020-12-10 13:00:30,2020-12-10 13:01:46,wholesale
172,199101,2020-12-06 9:11:17,2020-12-06 9:48:00,2020-12-06 9:50:06,retail
188,199102,2020-12-06 9:11:28,2020-12-10 12:51:59,2020-12-10 12:56:28,wholesale
181,199103,2020-12-06 9:11:44,2020-12-10 12:55:01,2020-12-10 12:55:58,wholesale
123,199104,2020-12-06 9:11:55,2020-12-10 13:01:15,2020-12-10 13:18:14,wholesale
170,199105,2020-12-06 9:12:13,2020-12-10 13:05:38,2020-12-10 13:05:59,wholesale
170,199106,2020-12-06 9:12:15,2020-12-10 12:56:24,2020-12-10 12:57:32,wholesale
188,199107,2020-12-06 9:12:28,2020-12-10 12:56:29,2020-12-10 12:59:01,wholesale
170,199109,2020-12-06 9:12:37,2020-12-10 12:57:33,2020-12-10 13:00:29,wholesale
188,199110,2020-12-06 9:13:10,2020-12-10 12:59:02,2020-12-10 13:01:34,wholesale
172,199111,2020-12-06 9:13:29,2020-12-06 9:50:08,2020-12-06 9:51:15,retail
170,199112,2020-12-06 9:13:31,2020-12-10 13:06:01,2020-12-10 13:10:08,wholesale
164,199113,2020-12-06 9:13:31,2020-12-06 10:13:41,2020-12-06 10:18:09,retail
172,199114,2020-12-06 9:13:59,2020-12-06 9:51:15,2020-12-06 9:51:16,retail
170,199115,2020-12-06 9:14:07,2020-12-10 13:01:47,2020-12-10 13:02:06,wholesale
170,199117,2020-12-06 9:14:25,2020-12-10 13:02:08,2020-12-10 13:03:51,wholesale
170,199119,2020-12-06 9:14:52,2020-12-10 13:03:51,2020-12-10 13:03:56,wholesale
170,199121,2020-12-06 9:15:27,2020-12-10 13:04:11,2020-12-10 13:05:37,wholesale
170,199122,2020-12-06 9:15:42,2020-12-10 13:37:01,2020-12-10 13:37:55,wholesale
170,199123,2020-12-06 9:16:13,2020-12-10 13:10:19,2020-12-10 13:14:06,wholesale
170,199124,2020-12-06 9:16:29,2020-12-10 13:14:06,2020-12-10 13:14:08,wholesale
170,199125,2020-12-06 9:17:08,2020-12-10 13:14:08,2020-12-10 13:15:29,wholesale
170,199127,2020-12-06 9:17:29,2020-12-10 13:15:40,2020-12-10 13:17:22,wholesale
170,199128,2020-12-06 9:17:41,2020-12-10 13:17:24,2020-12-10 13:17:35,wholesale
170,199129,2020-12-06 9:17:55,2020-12-10 13:21:34,2020-12-10 13:23:30,wholesale
172,199130,2020-12-06 9:17:58,2020-12-06 9:51:17,2020-12-06 9:51:56,retail
170,199131,2020-12-06 9:18:05,2020-12-10 13:17:48,2020-12-10 13:19:16,wholesale
170,199132,2020-12-06 9:18:40,2020-12-10 13:23:30,2020-12-10 13:23:40,wholesale
172,199133,2020-12-06 9:18:41,2020-12-06 9:51:58,2020-12-06 9:54:12,retail
170,199134,2020-12-06 9:18:48,2020-12-10 13:19:19,2020-12-10 13:20:57,wholesale
170,199136,2020-12-06 9:19:09,2020-12-10 13:23:42,2020-12-10 13:29:05,wholesale
170,199137,2020-12-06 9:19:11,2020-12-10 13:29:15,2020-12-10 13:29:45,wholesale
170,199138,2020-12-06 9:19:36,2020-12-10 13:29:46,2020-12-10 13:30:07,wholesale
170,199139,2020-12-06 9:19:39,2020-12-10 13:30:13,2020-12-10 13:31:43,wholesale
170,199140,2020-12-06 9:20:21,2020-12-10 13:31:44,2020-12-10 13:31:56,wholesale
170,199141,2020-12-06 9:20:50,2020-12-10 13:31:58,2020-12-10 13:33:34,wholesale
170,199142,2020-12-06 9:21:02,2020-12-10 13:33:34,2020-12-10 13:33:51,wholesale
172,199143,2020-12-06 9:21:11,2020-12-06 9:54:14,2020-12-06 9:54:41,retail
170,199144,2020-12-06 9:21:28,2020-12-10 13:33:52,2020-12-10 13:34:48,wholesale
164,199145,2020-12-06 9:21:40,2020-12-06 10:18:10,2020-12-06 10:18:57,retail
170,199147,2020-12-06 9:21:59,2020-12-10 13:34:50,2020-12-10 13:36:59,wholesale
170,199148,2020-12-06 9:22:25,2020-12-10 13:37:56,2020-12-10 13:39:21,wholesale
170,199150,2020-12-06 9:23:29,2020-12-10 13:39:23,2020-12-10 13:40:38,wholesale
170,199151,2020-12-06 9:24:15,2020-12-10 13:40:39,2020-12-10 13:40:59,wholesale
170,199152,2020-12-06 9:24:44,2020-12-10 13:41:00,2020-12-10 13:43:18,wholesale
172,199153,2020-12-06 9:25:28,2020-12-06 9:54:42,2020-12-06 9:55:16,retail
170,199154,2020-12-06 9:25:33,2020-12-10 13:43:18,2020-12-10 13:46:32,wholesale
